GENE HGNC_GENE
84106 PRAM1
84133 ZNRF3
84134 TOMM40L
84148 KAT8
84163 GTF2IRD2
84171 LOXL4
84172 POLR1B
84186 ZCCHC7
84251 SGIP1
84264 HAGHL
84293 FAM213A
84307 ZNF397
84321 THOC3
84326 C16orf13
84332 DYDC2
84335 AKT1S1
84439 HHIPL1
84527 ZNF559
84529 C15orf41
84619 ZGPAT
84640 USP38
84660 CCDC62
84678 KDM2B
84722 PSRC1
84767 TRIM51
84812 PLCD4
84817 TXNDC17
84824 FCRLA
84833 USMG5
84870 RSPO3
84875 PARP10
84905 ZNF341
84940 CORO6
84942 WDR73
84961 FBXL20
84986 ARHGAP19
85019 TMEM241
85464 SSH2
90113 VWA5B2
90355 C5orf30
90488 TMEM263
90523 MLIP
91057 CCDC34
91137 SLC25A46
91147 TMEM67
91283 MSANTD3
91319 DERL3
91526 ANKRD44
91647 ATPAF2
92305 TMEM129
92595 ZNF764
93589 CACNA2D4
93979 CPA5
94032 CAMK2N2
94274 PPP1R14A
112398 EGLN2
112937 GLB1L3
113178 SCAMP4
113220 KIF12
113540 CMTM1
114900 C1QTNF4
114971 PTPMT1
116143 WDR92
116150 NUS1
116369 SLC26A8
116835 HSPA12B
116843 SLC18B1
118491 CFAP70
119749 OR4C46
121006 FAM186A
121512 FGD4
123920 CMTM3
124491 TMEM170A
124535 HSF5
124626 ZPBP2
124790 HEXIM2
124808 CCDC43
124930 ANKRD13B
125115 KRT40
125170 MIEF2
126068 ZNF441
126069 ZNF491
126070 ZNF440
126133 ALDH16A1
126259 TMIGD2
127943 FCRLB
128826 MIR1-1HG
128869 PIGU
129303 TMEM150A
130074 FAM168B
131408 FAM131A
131669 UROC1
132671 SPATA18
134728 IRAK1BP1
136853 SSC4D
140733 MACROD2
140883 ZNF280B
142678 MIB2
142910 LIPJ
143187 VTI1A
143241 DYDC1
144124 OR10A5
144717 FAM109A
146225 CMTM2
146691 TOM1L2
148137 PROSER3
148362 BROX
148741 ANKRD35
148930 KNCN
148979 GLIS1
150248 C22orf15
150274 HSCB
150275 CCDC117
152273 FGD5
152831 KLB
153478 PLEKHG4B
153571 C5orf38
154150 HDGFL1
158038 LINGO2
159195 USP54
160762 CCDC63
161198 CLEC14A
164127 CCDC185
164684 WBP2NL
167465 ZNF366
170371 C10orf128
170384 FUT11
170572 HTR3C
196883 ADCY4
197350 CASP16
197407 ZNF48
200132 TCTEX1D1
200185 KRTCAP2
202051 SPATA24
202052 DNAJC18
203062 TSNARE1
206412 C6orf163
219402 MTIF3
219436 OR5D14
219790 RTKN2
221178 SPATA13
221416 C6orf223
221458 KIF6
221481 ARMC12
221491 C6orf1
221786 FAM200A
221914 GPC2
221955 DAGLB
222537 HS3ST5
245711 SPDYA
245913 DEFB110
252884 ZNF396
253559 CADM2
253635 GPATCH11
254783 OR6C74
257218 SHPRH
259197 NCR3
259307 IL4I1
283092 OR4C13
283093 OR4C12
283297 OR10A4
283455 KSR2
283897 C16orf54
284018 C17orf58
284076 TTLL6
284083 C17orf47
284106 CISD3
284309 ZNF776
284325 C19orf54
284486 THEM5
284546 C1orf185
285527 FRYL
285761 DCBLD1
285989 ZNF789
286365 OR13D1
317662 FAM149B1
326340 ZAR1
338773 TMEM119
338917 VSX2
339453 TMEM240
339487 ZBTB8OS
340359 KLHL38
340706 VWA2
344758 GPR149
374786 EFCAB5
374879 ZNF699
375056 MIA3
375346 TMEM110
375519 GJB7
375616 KCP
375757 SWI5
386724 AMIGO3
387509 GPR153
388121 TNFAIP8L3
388324 INCA1
388407 C17orf82
388939 C2orf71
388960 C2orf78
389075 RESP18
389118 CDHR4
389125 MUSTN1
389333 PROB1
389541 LAMTOR4
390081 OR52E4
390598 SKOR1
390992 HES3
392307 FAM221B
392617 ELFN1
392862 GRID2IP
393046 OR2A5
400823 FAM177B
400916 CHCHD10
401036 ASB18
401262 CRIP3
403341 ZBTB34
404636 FAM45A
408050 NOMO3
440590 ZYG11A
442590 SPDYE5
474344 GIMAP6
493753 COA5
594857 NPS
641649 TMEM91
642987 TMEM232
646498 C3orf84
646862 RNF225
729092 AGAP5
729264 TP53TG3D
100101267 POM121C
100101467 ZSCAN30
100131980 ZNF705G
100132911 DPH3P1
100170841 C17orf96
100191040 C2CD4D
100288413 ERVMER34-1
100288485 MTRNR2L7
100289187 GS1-259H13.2
100293516 ZNF587B
100505679 UBE2Q2L
100505767 SPDYE18
100507003 GFY
100526694 MSANTD3-TMEFF1
100526740 ATP5J2-PTCD1
100526767 RNF103-CHMP3
100526772 TMEM110-MUSTN1
100529215 ZNF559-ZNF177
100529251 CKLF-CMTM1
101928093 LOC101928093
101928566 TBC1D3P6
101928596 LOC101928596
101928870 LOC101928870
101929578 LOC101929578
